,model,gene_id,locus,alleles,markerID,annotation,n_cases,n_controls,heritability,trait_type,phenocode,pheno_sex,coding,n_cases_defined,n_cases_both_sexes,n_cases_females,n_cases_males,description,description_more,coding_description,category,AC,AF,BETA,SE,AF.Cases,AF.Controls,Pvalue,AC_calstat,AF_calstat
357,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,394086,,0.0,3,WHR_custom,1,,487089,500239,264170,222919,Waist-to-hip ratio (WHR),Waist circumference divided by hip circumference,,89.0,5,6.3441e-06,-0.47247,0.3313,,,0.15384,5.0,6.331919204710948e-06
358,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,213209,,0.0,3,WHR_female_custom,0,,264079,272256,263939,140,Waist-to-hip ratio (WHR) female,Waist circumference divided by hip circumference,,89.0,2,4.6905e-06,0.1609,0.67964,,,0.81286,5.0,6.331919204710948e-06
359,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,180875,,0.0,3,WHR_male_custom,2,,223010,227983,231,222779,Waist-to-hip ratio (WHR) male,Waist circumference divided by hip circumference,,89.0,3,8.2932e-06,-1.2584,0.55681,,,0.023817,5.0,6.331919204710948e-06
360,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,393454,,0.0,3,WHRadjBMI_custom,1,,486148,499256,263770,222378,Waist-to-hip ratio adjusted for body mass index (WHRadjBMI),Waist circumference divided by hip circumference adjusted for body mass index,,89.0,5,6.3542e-06,-0.24689,0.31735,,,0.43659,5.0,6.331919204710948e-06
361,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,212912,,0.040068,3,WHRadjBMI_female_custom,0,,263681,271844,263542,139,Waist-to-hip ratio adjusted for body mass index (WHRadjBMI) female,Waist circumference divided by hip circumference adjusted for body mass index,,89.0,2,4.697e-06,0.24398,0.68514,,,0.72177,5.0,6.331919204710948e-06
362,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,180540,,0.0,3,WHRadjBMI_male_custom,2,,222467,227412,228,222239,Waist-to-hip ratio adjusted for body mass index (WHRadjBMI) male,Waist circumference divided by hip circumference adjusted for body mass index,,89.0,3,8.3086e-06,-0.72349,0.55076,,,0.18897,5.0,6.331919204710948e-06
363,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94972,,0.0,3,acetate,1,,116945,117510,63401,53544,Acetate,Measured from NMR Nightingale data,,98.0,2,1.053e-05,0.28317,0.69842,,,0.68516,5.0,6.331919204710948e-06
364,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94995,,0.0,3,acetoacetate,1,,116978,117543,63426,53552,Acetoacetate,Measured from NMR Nightingale data,,98.0,2,1.0528e-05,0.18663,0.69548,,,0.78844,5.0,6.331919204710948e-06
365,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94994,,0.0,3,alanine,1,,116977,117542,63425,53552,Alanine,Measured from NMR Nightingale data,,98.0,2,1.0528e-05,0.73021,0.6913,,,0.29084,5.0,6.331919204710948e-06
366,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,393099,,0.0,3,alcohol_intake_custom,1,,485235,498296,263310,221925,Alcohol intake in grams per day,"""Alcohol intake is calculated by converting the weekly or monthly intake for red wine intake, white wine intake, beer intake, fortified wine intake, spirits intake and other alcoholic drinks intake to grams and summing together.""",,26.0,5,6.36e-06,-0.080338,0.41561,,,0.84672,5.0,6.331919204710948e-06
367,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,387704,,0.0,3,appendicularFFMI_custom,1,,479028,491883,260153,218875,Appendicular fat free mass index,Appendicular fat free mass index is constructed by summing left and right arm fat free mass and left and right leg fat free mass and dividing by height squared.,,62.0,5,6.4485e-06,-0.43744,0.31624,,,0.16658,5.0,6.331919204710948e-06
368,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,210019,,0.047076,3,appendicularFFMI_female_custom,0,,260064,268071,259928,136,Appendicular fat free mass index female,Appendicular fat free mass index is constructed by summing left and right arm fat free mass and left and right leg fat free mass and dividing by height squared.,,62.0,2,4.7617e-06,0.19817,0.69233,,,0.77469,5.0,6.331919204710948e-06
369,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,177683,,0.045148,3,appendicularFFMI_male_custom,2,,218964,223812,225,218739,Appendicular fat free mass index male,Appendicular fat free mass index is constructed by summing left and right arm fat free mass and left and right leg fat free mass and dividing by height squared.,,62.0,3,8.4422e-06,-1.2725,0.55608,,,0.022113,5.0,6.331919204710948e-06
370,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,387753,,0.0,3,body_fat_percent_custom,1,,479234,492096,260334,218900,Body fat percentage,Body composition estimation by impedance measurement. Body fat percentage Body fat percentage. Range 1% - 75% in 0.1% increments.,,62.0,5,6.4477e-06,-0.38763,0.32699,,,0.23584,5.0,6.331919204710948e-06
371,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,210152,,0.040237,3,body_fat_percent_female_custom,0,,260245,268260,260109,136,Body fat percentage female,Body composition estimation by impedance measurement. Body fat percentage Body fat percentage. Range 1% - 75% in 0.1% increments.,,62.0,2,4.7587e-06,0.0042726,0.68496,,,0.99502,5.0,6.331919204710948e-06
372,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,177599,,0.040865,3,body_fat_percent_male_custom,2,,218989,223836,225,218764,Body fat percentage male,Body composition estimation by impedance measurement. Body fat percentage Body fat percentage. Range 1% - 75% in 0.1% increments.,,62.0,3,8.4462e-06,-0.90145,0.55913,,,0.10691,5.0,6.331919204710948e-06
373,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,382704,,0.0,3,bone_mineral_density_custom,1,,470660,479967,257777,212883,Heel bone mineral density,"""Bone mineral density is constructed using method in Kemp et al Nat Genet 2017 49,1468-1475.""",,46.0,5,6.5327e-06,-0.6839,0.41605,,,0.10022,5.0,6.331919204710948e-06
374,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94971,,0.0,3,branched_chain_amino_acids,1,,116950,117515,63412,53538,Branched chain amino acids,Measured from NMR Nightingale data,,98.0,2,1.053e-05,0.92445,0.6698,,,0.16753,5.0,6.331919204710948e-06
375,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,350227,,0.0,3,chronotype_1180_quant,1,,431358,440037,239779,191579,Chronotype (quantitative),"""Chronotype was treated as a quantitative trait (def morning person = 0, def an evening person = 3) and adjusted for smoking status, alcohol intake status, BMI and BMI squared.""",,52.0,3,4.2831e-06,-0.38095,0.55789,,,0.49471,5.0,6.331919204710948e-06
376,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,388798,,0.0,3,diastolic_blood_pressure_adjBMI_custom,1,,479031,488612,260246,218785,Diastolic blood pressure adjusted for body mass index (DBPadjBMI),Blood pressure was constructed by taking the average of the two automatic diastolic readings OR the average of the two manual diastolic readings.  Medication for blood pressure medication is used as a covariate.,,109.0,5,6.4303e-06,0.10267,0.43235,,,0.81229,5.0,6.331919204710948e-06
377,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,389975,,0.0,3,diastolic_blood_pressure_custom,1,,480776,490678,261090,219686,Diastolic blood pressure,Blood pressure was constructed by taking the average of the two automatic diastolic readings OR the average of the two manual diastolic readings.  Medication for blood pressure medication is used as a covariate.,,109.0,5,6.4109e-06,-0.064278,0.43182,,,0.88167,5.0,6.331919204710948e-06
378,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,391222,,0.0,3,easy_wakeup_1170_quant,1,,482129,491833,261749,220380,Easy to wake up in the mornings (quantitative),"""Easy to wake up in the morning was treated as a quantitative trait (not at all easy=0, not very easy=1,fairly easy=2,very easy=3) and adjusted for smoking status, alcohol intake status, BMI and BMI squared.""",,52.0,5,6.3905e-06,0.15037,0.43279,,,0.72826,5.0,6.331919204710948e-06
379,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,387569,,0.0,3,fat_free_mass_index_custom,1,,478858,491710,260069,218789,Fat free mass index,"""Fat free mass index is constructed by summing left and right arm fat free mass, left and right leg fat free mass and trunk fat free mass and dividing by height squared.""",,62.0,5,6.4507e-06,-0.42708,0.31134,,,0.17013,5.0,6.331919204710948e-06
380,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,209946,,0.050127,3,fat_free_mass_index_female_custom,0,,259980,267984,259844,136,Fat free mass index female,"""Fat free mass index is constructed by summing left and right arm fat free mass, left and right leg fat free mass and trunk fat free mass and dividing by height squared.""",,62.0,2,4.7634e-06,0.051111,0.69128,,,0.94106,5.0,6.331919204710948e-06
381,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,177621,,0.047489,3,fat_free_mass_index_male_custom,2,,218878,223726,225,218653,Fat free mass index male,"""Fat free mass index is constructed by summing left and right arm fat free mass, left and right leg fat free mass and trunk fat free mass and dividing by height squared.""",,62.0,3,8.4452e-06,-1.1851,0.5613,,,0.034736,5.0,6.331919204710948e-06
382,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94796,,0.0,3,glucose_NMR,1,,116741,117304,63293,53448,Glucose (NMR metabolite),Measured from NMR Nightingale data,,98.0,2,1.055e-05,0.32951,0.6895,,,0.63273,5.0,6.331919204710948e-06
383,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,393068,,0.0,3,hand_grip_strength_custom,1,,485452,498520,263186,222266,Hand grip strength,Hand grip strength is constructed by using the hand grip strength from the dominant hand.,,,5,6.3605e-06,-0.0057056,0.30347,,,0.985,5.0,6.331919204710948e-06
384,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,212570,,0.0,3,hand_grip_strength_female_custom,0,,263097,271222,262957,140,Hand grip strength female,Hand grip strength is constructed by using the hand grip strength from the dominant hand.,,,2,4.7046e-06,0.43442,0.65225,,,0.50539,5.0,6.331919204710948e-06
385,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,180496,,0.0,3,hand_grip_strength_male_custom,2,,222355,227298,229,222126,Hand grip strength male,Hand grip strength is constructed by using the hand grip strength from the dominant hand.,,,3,8.3107e-06,-0.35255,0.53858,,,0.51274,5.0,6.331919204710948e-06
386,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,393982,,0.0,3,height_custom,1,,486817,499965,264138,222679,Standing height,Standing height was measured using a Seca 202 device,,89.0,5,6.3457e-06,0.077214,0.29383,,,0.79272,5.0,6.331919204710948e-06
387,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,213192,,0.10492,3,height_female_custom,0,,264048,272230,263908,140,Standing height female,Standing height was measured using a Seca 202 device,,89.0,2,4.6908e-06,0.88393,0.65214,,,0.17528,5.0,6.331919204710948e-06
388,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,180788,,0.10355,3,height_male_custom,2,,222769,227735,230,222539,Standing height male,Standing height was measured using a Seca 202 device,,89.0,3,8.2972e-06,-0.26798,0.53714,,,0.61785,5.0,6.331919204710948e-06
389,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,394124,,0.0,3,hip_circ_custom,1,,487134,500285,264193,222941,Hip circumference,Hip circumference,,89.0,5,6.3434e-06,-0.57267,0.43306,,,0.18604,5.0,6.331919204710948e-06
390,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,213227,,0.039467,3,hip_circ_female_custom,0,,264102,272280,263962,140,Hip circumference female,Hip circumference,,89.0,2,4.6901e-06,0.24328,0.6916,,,0.72502,5.0,6.331919204710948e-06
391,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,180895,,0.041059,3,hip_circ_male_custom,2,,223032,228005,231,222801,Hip circumference male,Hip circumference,,89.0,3,8.2923e-06,-1.3038,0.56658,,,0.021379,5.0,6.331919204710948e-06
392,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,391456,,0.0,3,insomnia_1200_quant,1,,482914,495904,262151,220763,Insomnia (quantitative),"""Insomnia was treated as a quantitative trait (never=0, sometimes=1,usually=2) and adjusted for smoking status, alcohol intake status, BMI and BMI squared.""",,52.0,5,6.3867e-06,0.83261,0.4336,,,0.054826,5.0,6.331919204710948e-06
393,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94995,,0.0,3,isoleucine,1,,116978,117543,63426,53552,Isoleucine,Measured from NMR Nightingale data,,98.0,2,1.0528e-05,1.1174,0.68303,,,0.10184,5.0,6.331919204710948e-06
394,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94743,,0.0,3,lactate,1,,116671,117234,63248,53423,Lactate,Measured from NMR Nightingale data,,98.0,2,1.0556e-05,-0.61386,0.68636,,,0.37113,5.0,6.331919204710948e-06
395,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94994,,0.0,3,leucine,1,,116977,117542,63425,53552,Leucine,Measured from NMR Nightingale data,,98.0,2,1.0528e-05,1.0235,0.66542,,,0.124,5.0,6.331919204710948e-06
396,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94938,,0.0,3,phenylalanine,1,,116905,117470,63385,53520,Phenylalanine,Measured from NMR Nightingale data,,98.0,2,1.0534e-05,0.95645,0.69789,,,0.17053,5.0,6.331919204710948e-06
397,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94713,,0.0,3,pyruvate,1,,116629,117194,63262,53367,Pyruvate,Measured from NMR Nightingale data,,98.0,2,1.0559e-05,0.27444,0.69119,,,0.69133,5.0,6.331919204710948e-06
398,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,343470,,0.0,3,ratio_TG_HDL_custom,1,,423734,427677,228091,195643,Ratio of circulating triglycerides to circulating HDL,Triglycerides measured by GPO-POD analysis on a Beckman Coulter AU5800. HDL measured by enzyme immunoinhibition analysis on a Beckman Coulter AU5800.,,81.0,4,5.8231e-06,0.051052,0.47802,,,0.91495,5.0,6.331919204710948e-06
399,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94716,,0.0,3,ratio_glucose_lactate,1,,116639,117202,63232,53407,Ratio of circulating glucose to circulating lactate,Measured from NMR Nightingale data,,98.0,2,1.0559e-05,0.55811,0.68742,,,0.41686,5.0,6.331919204710948e-06
400,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,94467,,0.0,3,ratio_lactate_pyruvate,1,,116330,116893,63088,53242,Ratio of circulating lactate to circulating pyruvate,Measured from NMR Nightingale data,,98.0,2,1.0587e-05,-0.88928,0.68333,,,0.19312,5.0,6.331919204710948e-06
401,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,393937,,0.0,3,sitting_height_custom,1,,486371,496212,263893,222478,Sitting height,"""Distance from rump to crown when sitting, calculated as the difference between ~F51~ and ~F3077~.""",,89.0,5,6.3465e-06,-0.35734,0.34053,,,0.294,5.0,6.331919204710948e-06
402,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,213165,,0.064321,3,sitting_height_female_custom,0,,263803,270172,263663,140,Sitting height female,"""Distance from rump to crown when sitting, calculated as the difference between ~F51~ and ~F3077~.""",,89.0,2,4.6914e-06,0.23716,0.65548,,,0.71749,5.0,6.331919204710948e-06
403,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,180770,,0.068828,3,sitting_height_male_custom,2,,222568,226040,230,222338,Sitting height male,"""Distance from rump to crown when sitting, calculated as the difference between ~F51~ and ~F3077~.""",,89.0,3,8.2981e-06,-0.85767,0.53875,,,0.11139,5.0,6.331919204710948e-06
404,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,389668,,0.0,3,sleep_duration_1160,1,,480437,493329,260425,220012,Sleep duration (quantitative),"""Sleep duration was adjusted for smoking status, alcohol intake status, BMI and BMI squared.""",,52.0,5,6.416e-06,-0.46696,0.43545,,,0.28355,5.0,6.331919204710948e-06
405,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,388715,,0.0,3,systolic_blood_pressure_adjBMI_custom,1,,478942,488524,260176,218766,Systolic blood pressure adjusted for body mass index (SBPadjBMI),Blood pressure was constructed by taking the average of the two automatic systolic readings OR the average of the two manual systolic readings.  Medication for blood pressure medication is used as a covariate.,,109.0,5,6.4317e-06,-0.13294,0.41518,,,0.74882,5.0,6.331919204710948e-06
