model;pk;GeneName;GeneID;EntryName;ProteinName
drug.Protein;P03915;MT-ND5;ENSG00000198786;P03915;NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)
drug.Protein;O00483;NDUFA4;ENSG00000189043;O00483;Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)
drug.Protein;P56556;NDUFA6;ENSG00000184983;P56556;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14) (CI-B14) (LYR motif-containing protein 6) (NADH-ubiquinone oxidoreductase B14 subunit)
drug.Protein;O14561;NDUFAB1;ENSG00000004779;O14561;Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)
drug.Protein;O43678;NDUFA2;ENSG00000131495;O43678;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)
drug.Protein;P51970;NDUFA8;ENSG00000119421;P51970;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit)
drug.Protein;O95167;NDUFA3;ENSG00000170906;O95167;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)
drug.Protein;O95169;NDUFB8;ENSG00000166136;O95169;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)
drug.Protein;O95298;NDUFC2;ENSG00000151366;O95298;NADH dehydrogenase [ubiquinone] 1 subunit C2 (Complex I-B14.5b) (CI-B14.5b) (Human lung cancer oncogene 1 protein) (HLC-1) (NADH-ubiquinone oxidoreductase subunit B14.5b)
drug.Protein;O75438;NDUFB1;ENSG00000183648;O75438;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 (Complex I-MNLL) (CI-MNLL) (NADH-ubiquinone oxidoreductase MNLL subunit)
drug.Protein;P28331;NDUFS1;ENSG00000023228;P28331;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)
drug.Protein;O96000;NDUFB10;ENSG00000140990;O96000;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)
drug.Protein;O95168;NDUFB4;ENSG00000065518;O95168;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit)
drug.Protein;O43676;NDUFB3;ENSG00000119013;O43676;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit)
drug.Protein;O95178;NDUFB2;ENSG00000090266;O95178;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial (Complex I-AGGG) (CI-AGGG) (NADH-ubiquinone oxidoreductase AGGG subunit)
drug.Protein;P17568;NDUFB7;ENSG00000099795;P17568;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (Cell adhesion protein SQM1) (Complex I-B18) (CI-B18) (NADH-ubiquinone oxidoreductase B18 subunit)
drug.Protein;Q9Y6M9;NDUFB9;ENSG00000147684;Q9Y6M9;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (CI-B22) (LYR motif-containing protein 3) (NADH-ubiquinone oxidoreductase B22 subunit)
drug.Protein;O75306;NDUFS2;ENSG00000158864;O75306;NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)
drug.Protein;O43674;NDUFB5;ENSG00000136521;O43674;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)
drug.Protein;O43677;NDUFC1;ENSG00000109390;O43677;NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)
drug.Protein;O95139;NDUFB6;ENSG00000165264;O95139;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit)
drug.Protein;P56181;NDUFV3;ENSG00000160194;P56181;NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit) (Renal carcinoma antigen NY-REN-4)
drug.Protein;O75489;NDUFS3;ENSG00000213619;O75489;NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)
drug.Protein;Q9UI09;NDUFA12;ENSG00000184752;Q9UI09;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (13 kDa differentiation-associated protein) (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)
drug.Protein;O43920;NDUFS5;ENSG00000168653;O43920;NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)
drug.Protein;O43181;NDUFS4;ENSG00000164258;O43181;NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)
drug.Protein;P49821;NDUFV1;ENSG00000167792;P49821;NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)
drug.Protein;P19404;NDUFV2;ENSG00000178127;P19404;NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)
drug.Protein;Q9P0J0;NDUFA13;ENSG00000186010;Q9P0J0;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)
drug.Protein;O75380;NDUFS6;ENSG00000145494;O75380;NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)
drug.Protein;Q9NRX3;NDUFA4L2;ENSG00000185633;Q9NRX3;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2 (NADH-ubiquinone oxidoreductase MLRQ subunit homolog) (NUOMS)
drug.Protein;O00217;NDUFS8;ENSG00000110717;O00217;NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)
drug.Protein;P10515;DLAT;ENSG00000150768;P10515;Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)
drug.Protein;Q15800;MSMO1;ENSG00000052802;Q15800;Methylsterol monooxygenase 1 (EC 1.14.18.9) (C-4 methylsterol oxidase) (Sterol-C4-methyl oxidase)
drug.Protein;P09601;HMOX1;ENSG00000100292;P09601;Heme oxygenase 1 (HO-1) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 1 soluble form]
drug.Protein;P30519;HMOX2;ENSG00000103415;P30519;Heme oxygenase 2 (HO-2) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 2 soluble form]
drug.Protein;P05093;CYP17A1;ENSG00000148795;P05093;Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (17-alpha-hydroxyprogesterone aldolase) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17) (Steroid 17-alpha-monooxygenase)
drug.Protein;P14679;TYR;ENSG00000077498;P14679;Tyrosinase (EC 1.14.18.1) (LB24-AB) (Monophenol monooxygenase) (SK29-AB) (Tumor rejection antigen AB)
drug.Protein;Q06278;AOX1;ENSG00000138356;Q06278;Aldehyde oxidase (EC 1.2.3.1) (Aldehyde oxidase 1) (Azaheterocycle hydroxylase) (EC 1.17.3.-)
drug.Protein;P28332;ADH6;ENSG00000172955;P28332;Alcohol dehydrogenase 6 (EC 1.1.1.1)
drug.Protein;P14550;AKR1A1;ENSG00000117448;P14550;Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)
drug.Protein;P41439;FOLR3;ENSG00000110203;P41439;Folate receptor gamma (FR-gamma) (Folate receptor 3)
drug.Protein;P14207;FOLR2;ENSG00000165457;P14207;Folate receptor beta (FR-beta) (Folate receptor 2) (Folate receptor, fetal/placental) (Placental folate-binding protein) (FBP)
drug.Protein;P15328;FOLR1;ENSG00000110195;P15328;Folate receptor alpha (FR-alpha) (Adult folate-binding protein) (FBP) (Folate receptor 1) (Folate receptor, adult) (KB cells FBP) (Ovarian tumor-associated antigen MOv18)
drug.Protein;Q92820;GGH;ENSG00000137563;Q92820;Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)
drug.Protein;Q96J66;ABCC11;ENSG00000121270;Q96J66;ATP-binding cassette sub-family C member 11 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 8)
drug.Protein;Q96NT5;SLC46A1;ENSG00000076351;Q96NT5;Proton-coupled folate transporter (HsPCFT) (hPCFT) (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1)
drug.Protein;Q9H2D1;SLC25A32;ENSG00000164933;Q9H2D1;Mitochondrial folate transporter/carrier (Solute carrier family 25 member 32)
drug.Protein;O60488;ACSL4;ENSG00000068366;O60488;Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4)
drug.Protein;O14842;FFAR1;ENSG00000126266;O14842;Free fatty acid receptor 1 (G-protein coupled receptor 40)
drug.Protein;Q5JTZ9;AARS2;ENSG00000124608;Q5JTZ9;Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)
drug.Protein;P49588;AARS1;ENSG00000090861;P49588;Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)
drug.Protein;P43007;SLC1A4;ENSG00000115902;P43007;Neutral amino acid transporter A (Alanine/serine/cysteine/threonine transporter 1) (ASCT-1) (Solute carrier family 1 member 4)
drug.Protein;P26640;VARS1;ENSG00000204394;P26640;Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS)
drug.Protein;Q96NR8;RDH12;ENSG00000139988;Q96NR8;Retinol dehydrogenase 12 (EC 1.1.1.300) (All-trans and 9-cis retinol dehydrogenase) (Short chain dehydrogenase/reductase family 7C member 2)
drug.Protein;O75911;DHRS3;ENSG00000162496;O75911;Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)
drug.Protein;Q6NUM9;RETSAT;ENSG00000042445;Q6NUM9;All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)
drug.Protein;Q8TC12;RDH11;ENSG00000072042;Q8TC12;Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1)
drug.Protein;Q9BTZ2;DHRS4;ENSG00000157326;Q9BTZ2;Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase) (CR) (NADPH-dependent retinol dehydrogenase/reductase) (NRDR) (humNRDR) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (SCAD-SRL) (Short chain dehydrogenase/reductase family 25C member 2) (Protein SDR25C2) (Short-chain dehydrogenase/reductase family member 4)
drug.Protein;Q9HBH5;RDH14;ENSG00000240857;Q9HBH5;Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2) (Short chain dehydrogenase/reductase family 7C member 4)
drug.Protein;Q9NYR8;RDH8;ENSG00000080511;Q9NYR8;Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 2)
drug.Protein;O95237;LRAT;ENSG00000121207;O95237;Lecithin retinol acyltransferase (EC 2.3.1.135) (Phosphatidylcholine--retinol O-acyltransferase)
drug.Protein;Q8NBN7;RDH13;ENSG00000160439;Q8NBN7;Retinol dehydrogenase 13 (EC 1.1.1.300) (Short chain dehydrogenase/reductase family 7C member 3)
drug.Protein;P05090;APOD;ENSG00000189058;P05090;Apolipoprotein D (Apo-D) (ApoD)
drug.Protein;P41222;PTGDS;ENSG00000107317;P41222;Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)
drug.Protein;P82980;RBP5;ENSG00000139194;P82980;Retinol-binding protein 5 (Cellular retinol-binding protein III) (CRBP-III) (HRBPiso)
drug.Protein;Q96R05;RBP7;ENSG00000162444;Q96R05;Retinoid-binding protein 7 (Cellular retinoic acid-binding protein 4) (CRABP4) (CRBP4) (Cellular retinoic acid-binding protein IV) (CRABP-IV)
drug.Protein;P02753;RBP4;ENSG00000138207;P02753;"Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176)]"
drug.Protein;P50120;RBP2;ENSG00000114113;P50120;Retinol-binding protein 2 (Cellular retinol-binding protein II) (CRBP-II)
drug.Protein;P12271;RLBP1;ENSG00000140522;P12271;Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein)
drug.Protein;P10745;RBP3;ENSG00000265203;P10745;Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein)
drug.Protein;P09455;RBP1;ENSG00000114115;P09455;Retinol-binding protein 1 (Cellular retinol-binding protein) (CRBP) (Cellular retinol-binding protein I) (CRBP-I)
drug.Protein;O43174;CYP26A1;ENSG00000095596;O43174;Cytochrome P450 26A1 (EC 1.14.13.-) (Cytochrome P450 retinoic acid-inactivating 1) (Cytochrome P450RAI) (hP450RAI) (Retinoic acid 4-hydroxylase) (Retinoic acid-metabolizing cytochrome)
drug.Protein;Q9BX79;STRA6;ENSG00000137868;Q9BX79;Receptor for retinol uptake STRA6 (Retinol-binding protein receptor STRA6) (Stimulated by retinoic acid gene 6 protein homolog)
drug.Protein;O75469;NR1I2;ENSG00000144852;O75469;Nuclear receptor subfamily 1 group I member 2 (Orphan nuclear receptor PAR1) (Orphan nuclear receptor PXR) (Pregnane X receptor) (Steroid and xenobiotic receptor) (SXR)
drug.Protein;P05771;PRKCB;ENSG00000166501;P05771;Protein kinase C beta type (PKC-B) (PKC-beta) (EC 2.7.11.13)
drug.Protein;P09917;ALOX5;ENSG00000012779;P09917;Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34)
drug.Protein;P23743;DGKA;ENSG00000065357;P23743;Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha)
drug.Protein;P62714;PPP2CB;ENSG00000104695;P62714;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform (PP2A-beta) (EC 3.1.3.16)
drug.Protein;P67775;PPP2CA;ENSG00000113575;P67775;Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)
drug.Protein;Q9UDX3;SEC14L4;ENSG00000133488;Q9UDX3;SEC14-like protein 4 (Tocopherol-associated protein 3)
drug.Protein;Q9UDX4;SEC14L3;ENSG00000100012;Q9UDX4;SEC14-like protein 3 (Tocopherol-associated protein 2)
drug.Protein;O76054;SEC14L2;ENSG00000100003;O76054;SEC14-like protein 2 (Alpha-tocopherol-associated protein) (TAP) (hTAP) (Squalene transfer protein) (Supernatant protein factor) (SPF)
drug.Protein;P49638;TTPA;ENSG00000137561;P49638;Alpha-tocopherol transfer protein (Alpha-TTP)
drug.Protein;P55058;PLTP;ENSG00000100979;P55058;Phospholipid transfer protein (Lipid transfer protein II)
drug.Protein;P15559;NQO1;ENSG00000181019;P15559;NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)
drug.Protein;P00441;SOD1;ENSG00000142168;P00441;Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)
drug.Protein;O95477;ABCA1;ENSG00000165029;O95477;Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein)
drug.Protein;Q9UHC9;NPC1L1;ENSG00000015520;Q9UHC9;NPC1-like intracellular cholesterol transporter 1 (NPC1L1) (Niemann-Pick C1-like protein 1)
drug.Protein;P45844;ABCG1;ENSG00000160179;P45844;ATP-binding cassette sub-family G member 1 (EC 7.6.2.-) (ATP-binding cassette transporter 8) (White protein homolog)
drug.Protein;P04798;CYP1A1;ENSG00000140465;P04798;Cytochrome P450 1A1 (CYPIA1) (EC 1.14.14.1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)
drug.Protein;P05186;ALPL;ENSG00000162551;P05186;Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNS-ALP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase) (EC 3.9.1.1)
drug.Protein;Q9Y234;LIPT1;ENSG00000144182;Q9Y234;Lipoyltransferase 1, mitochondrial (EC 2.3.1.-) (Lipoate biosynthesis protein) (Lipoate-protein ligase) (Lipoyl ligase)
drug.Protein;O43766;LIAS;ENSG00000121897;O43766;Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)
drug.Protein;P16435;POR;ENSG00000127948;P16435;NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)
drug.Protein;Q9NSE4;IARS2;ENSG00000067704;Q9NSE4;Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)
drug.Protein;P45954;ACADSB;ENSG00000196177;P45954;Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)
drug.Protein;P41252;IARS1;ENSG00000196305;P41252;Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)
drug.Protein;Q8TE23;TAS1R2;ENSG00000179002;Q8TE23;Taste receptor type 1 member 2 (G-protein coupled receptor 71) (Sweet taste receptor T1R2)
drug.Protein;Q7RTX0;TAS1R3;ENSG00000169962;Q7RTX0;Taste receptor type 1 member 3 (Sweet taste receptor T1R3)
drug.Protein;Q9NSA0;SLC22A11;ENSG00000168065;Q9NSA0;Solute carrier family 22 member 11 (Organic anion transporter 4)
drug.Protein;P51589;CYP2J2;ENSG00000134716;P51589;Cytochrome P450 2J2 (EC 1.14.14.-) (Albendazole monooxygenase (hydroxylating)) (EC 1.14.14.74) (Albendazole monooxygenase (sulfoxide-forming)) (EC 1.14.14.73) (Arachidonic acid epoxygenase) (CYPIIJ2) (Hydroperoxy icosatetraenoate isomerase) (EC 5.4.4.7)
drug.Protein;P10632;CYP2C8;ENSG00000138115;P10632;Cytochrome P450 2C8 (EC 1.14.14.1) (CYPIIC8) (Cytochrome P450 IIC2) (Cytochrome P450 MP-12) (Cytochrome P450 MP-20) (Cytochrome P450 form 1) (S-mephenytoin 4-hydroxylase)
drug.Protein;Q9BQB6;VKORC1;ENSG00000167397;Q9BQB6;Vitamin K epoxide reductase complex subunit 1 (EC 1.17.4.4) (Vitamin K1 2,3-epoxide reductase subunit 1)
drug.Protein;Q8N0U8;VKORC1L1;ENSG00000196715;Q8N0U8;Vitamin K epoxide reductase complex subunit 1-like protein 1 (VKORC1-like protein 1) (EC 1.17.4.4)
drug.Protein;P02818;BGLAP;ENSG00000242252;P02818;Osteocalcin (Bone Gla protein) (BGP) (Gamma-carboxyglutamic acid-containing protein)
drug.Protein;P11509;CYP2A6;ENSG00000255974;P11509;Cytochrome P450 2A6 (EC 1.14.14.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIA6) (Coumarin 7-hydroxylase) (Cytochrome P450 IIA3) (Cytochrome P450(I))
drug.Protein;P20813;CYP2B6;ENSG00000197408;P20813;Cytochrome P450 2B6 (EC 1.14.13.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIB6) (Cytochrome P450 IIB1)
drug.Protein;P24462;CYP3A7;ENSG00000160870;P24462;Cytochrome P450 3A7 (EC 1.14.14.1) (CYPIIIA7) (Cytochrome P450-HFLA) (P450HLp2)
drug.Protein;P42684;ABL2;ENSG00000143322;P42684;Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)
drug.Protein;Q9UM73;ALK;ENSG00000171094;Q9UM73;ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)
drug.Protein;Q13564;NAE1;ENSG00000159593;Q13564;NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)
drug.Protein;P10398;ARAF;ENSG00000078061;P10398;Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1) (Proto-oncogene Pks)
drug.Protein;P37023;ACVRL1;ENSG00000139567;P37023;Serine/threonine-protein kinase receptor R3 (SKR3) (EC 2.7.11.30) (Activin receptor-like kinase 1) (ALK-1) (TGF-B superfamily receptor type I) (TSR-I)
drug.Protein;P49902;NT5C2;ENSG00000076685;P49902;Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (EC 3.1.3.99) (Cytosolic 5'-nucleotidase II) (cN-II) (Cytosolic IMP/GMP-specific 5'-nucleotidase) (Cytosolic nucleoside phosphotransferase 5'N) (EC 2.7.1.77) (High Km 5'-nucleotidase)
drug.Protein;O43681;GET3;ENSG00000198356;O43681;ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)
drug.Protein;O60706;ABCC9;ENSG00000069431;O60706;ATP-binding cassette sub-family C member 9 (Sulfonylurea receptor 2)
drug.Protein;P31749;AKT1;ENSG00000142208;P31749;RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)
drug.Protein;P25098;GRK2;ENSG00000173020;P25098;Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2)
drug.Protein;O14727;APAF1;ENSG00000120868;O14727;Apoptotic protease-activating factor 1 (APAF-1)
drug.Protein;Q9NUB1;ACSS1;ENSG00000154930;Q9NUB1;Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase) (EC 6.2.1.17)
